Cod_setor,Situacao,Tipo_do_setor,V2248,V2249,V2250,V2251,V2252,V2253,V2254,V2255,V2256,V2257,V2258,V2259,V2260,V2261,V2262,V2263,V2264,V2265,V2266,V2267,V2268,V2269,V2270,V2271,V2272,V2273,V2274,V2275,V2276,V2277,V2278,V2279,V2280,V2281,V2282,V2283,V2284,V2285,V2286,V2287,V2288,V2289,V2290,V2291,V2292,V2293,V2294,V2295,V2296,V2297,V2298,V2299,V2300,V2301,V2302,V2303,V2304,V2305,V2306,V2307,V2308,V2309,V2310,V2311,V2312,V2313,V2314,V2315,V2316,V2317,V2318,V2319,V2320,V2321,V2322,V2323,V2324,V2325,V2326,V2327,V2328,V2329,V2330,V2331,V2332,V2333,V2334,V2335,V2336,V2337,V2338,V2339,V2340,V2341,V2342,V2343,V2344,V2345,V2346,V2347,V2348,V2349,V2350,V2351,V2352,V2353,V2354,V2355,V2356,V2357,V2358,V2359,V2360,V2361,V2362,V2363,V2364,V2365,V2366,V2367,V2368,V2369,V2370,V2371,V2372,V2373,V2374,V2375,V2376,V2377,V2378,V2379,V2380,V2381,V2382,V2383,V2384,V2385,V2386,V2387,V2388,V2389,V2390,V2391,V2392,V2393,V2394,V2395,V2396,V2397,V2398,V2399,V2400,V2401,V2402,V2403,V2404,V2405,V2406,V2407,V2408,V2409,V2410,V2411,V2412,V2413,V2414,V2415,V2416,V2417,V2418,V2419,V2420,V2421,V2422,V2423,V2424,V2425,V2426,V2427,V2428,V2429,V2430,V2431,V2432,V2433
251120205000006,1,0,553,465,2,4,5,15,8,17,24,20,17,17,23,16,28,19,21,22,23,12,19,15,11,6,11,10,13,12,12,12,14,9,10,10,11,9,7,4,5,4,3,4,4,3,6,4,5,5,1,4,1,0,0,1,1,3,1,0,1,2,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,34,95,107,91,51,59,47,20,22,11,6,5,2,2,0,1,28,29,18,17,11,9,10,4,6,6,3,8,5,10,5,9,0,4,3,5,6,8,8,2,6,6,6,5,6,6,8,8,4,5,3,6,5,10,4,4,6,4,5,5,6,6,4,5,5,1,10,4,3,8,4,10,5,6,2,6,3,3,4,5,3,7,0,4,2,1,7,1,3,1,0,10,103,35,31,21,30,29,28,29,26,21,29,29,18,14,12,10
251120205000007,1,0,595,490,0,2,10,10,22,21,21,21,23,19,24,21,25,19,19,21,19,19,19,21,14,12,13,12,10,9,2,12,11,9,6,6,7,5,11,10,7,4,4,4,6,2,7,6,5,5,1,3,3,3,0,2,4,2,0,6,1,0,3,3,0,1,2,0,1,4,0,0,0,0,0,0,0,0,0,1,44,105,108,99,61,43,35,29,26,15,8,13,4,4,0,1,43,21,11,12,5,1,4,3,5,4,2,5,4,11,10,6,5,5,4,7,6,4,2,8,7,8,6,4,11,10,4,11,2,5,10,4,3,6,4,3,7,7,4,6,3,7,6,4,7,4,6,3,11,7,7,6,4,3,5,5,6,2,10,3,7,10,3,6,6,10,0,2,3,4,1,19,92,17,32,27,27,39,32,20,27,28,34,23,28,35,10,19
251120205000008,1,0,383,496,1,5,3,9,10,7,17,13,15,15,13,13,10,18,13,18,18,17,5,5,9,9,9,11,3,8,6,6,3,7,4,7,3,5,7,6,4,4,2,4,2,3,2,3,1,0,2,2,4,0,3,3,1,3,0,3,1,1,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,28,67,67,63,41,30,26,20,11,8,10,7,3,1,0,1,27,25,25,21,6,10,6,6,10,11,7,6,12,7,12,4,5,6,9,10,8,8,6,6,9,5,7,5,5,3,7,4,9,3,3,3,5,6,4,5,2,5,7,6,8,7,4,8,5,8,4,1,2,1,4,4,7,4,5,6,6,2,4,1,6,5,3,3,5,1,5,2,3,3,1,12,104,43,44,34,37,25,26,23,28,32,12,26,19,17,14,12
251120205000009,1,0,545,414,1,4,11,6,19,17,14,19,20,17,14,14,16,11,14,22,16,14,14,17,9,12,12,15,14,15,11,8,6,3,11,4,12,9,15,11,4,3,6,9,7,8,7,2,5,1,5,4,2,3,1,2,3,1,0,2,0,3,1,1,3,2,2,1,0,0,1,1,1,1,0,0,0,1,0,5,41,87,69,83,62,43,51,33,29,15,7,7,8,4,1,5,20,12,13,13,12,7,8,5,5,3,3,3,3,7,6,5,6,6,7,9,2,3,5,2,3,7,2,4,5,2,7,1,3,6,3,4,5,4,4,3,3,5,6,3,6,7,5,5,3,3,3,4,5,3,5,4,4,1,11,7,11,6,3,4,1,8,3,7,9,5,7,4,0,2,2,21,70,28,22,33,15,20,20,20,23,23,20,27,25,32,15,21
251120205000010,1,0,742,551,2,6,9,8,15,24,23,34,41,34,32,31,25,22,28,17,21,22,15,17,16,24,11,12,14,14,17,14,16,14,13,17,15,4,9,11,10,6,3,5,1,4,6,6,7,2,3,4,2,2,5,0,1,1,6,2,0,1,2,2,2,0,3,0,1,3,0,1,0,1,1,0,1,0,0,1,40,156,138,92,77,75,58,35,24,13,13,7,6,5,2,1,27,26,19,22,16,9,12,9,6,8,6,7,7,7,6,7,4,8,3,6,8,5,6,3,5,11,4,7,12,10,3,8,7,5,6,4,11,14,5,4,11,7,8,8,9,6,7,4,5,5,4,4,4,8,7,1,4,5,8,4,6,6,7,5,3,6,6,5,2,2,5,4,3,3,6,10,110,44,33,28,27,44,29,38,43,27,27,22,27,21,21,10
251120205000011,1,0,346,506,0,2,6,3,12,12,10,19,15,20,15,15,11,12,17,13,17,15,6,10,7,10,12,3,6,9,2,5,2,2,3,3,1,3,1,1,4,2,1,4,4,1,3,2,3,1,1,0,1,0,1,1,0,2,0,2,2,1,1,0,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,2,23,76,70,61,38,20,11,12,13,3,4,6,4,1,2,2,34,18,31,13,17,11,10,20,10,6,9,3,10,17,10,5,7,3,10,7,5,7,4,7,10,12,2,6,8,6,10,4,2,4,4,9,7,5,4,3,1,3,4,8,6,6,5,4,5,9,4,7,3,7,5,7,3,5,1,2,2,0,5,2,4,4,1,1,2,1,1,4,3,2,2,7,113,57,49,32,33,34,24,28,22,29,26,18,13,9,12,7
251120205000012,1,0,215,130,1,0,5,6,6,7,7,6,2,9,4,3,6,12,7,11,12,10,4,9,10,4,7,9,7,3,4,7,3,3,4,5,4,2,1,2,0,0,0,1,0,1,2,2,0,0,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,31,32,46,37,20,16,3,5,3,2,1,1,0,0,0,14,8,6,5,6,4,0,3,0,0,3,3,2,2,1,5,2,2,1,0,1,1,2,1,5,4,1,3,2,2,4,1,1,4,2,1,0,4,1,2,1,2,3,0,1,1,1,0,0,1,2,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,39,7,11,10,10,12,12,8,7,3,3,3,2,1,1,1
251120205000013,1,0,340,596,1,0,6,4,11,14,16,13,16,21,13,16,15,15,20,10,13,10,16,7,12,5,7,7,7,6,3,5,2,2,4,4,8,2,3,0,1,3,0,2,0,1,2,2,0,1,1,0,1,1,0,1,2,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,22,80,79,56,38,18,21,6,5,4,5,2,2,0,2,0,27,22,18,15,17,18,6,15,16,10,13,8,14,17,15,7,10,11,18,8,7,6,7,8,9,7,4,5,5,12,7,7,6,6,3,7,8,8,6,9,5,8,9,2,7,7,7,6,12,6,5,5,3,4,6,6,1,5,7,4,5,3,3,4,0,6,2,1,5,4,4,3,3,0,1,15,99,65,67,54,37,33,29,38,31,38,23,23,15,18,11,15
251120205000014,8,0,162,222,0,1,1,4,6,5,11,11,11,7,9,7,10,5,1,6,6,3,5,3,2,0,1,4,1,2,3,3,2,2,5,0,3,1,1,1,2,1,2,0,0,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,12,45,32,23,8,12,10,6,7,1,0,2,1,2,0,1,13,9,9,8,9,7,2,4,4,4,5,3,6,4,2,1,1,4,4,9,5,2,4,3,3,0,7,4,4,5,0,0,4,0,4,4,2,2,3,1,3,1,3,1,1,4,3,4,1,0,2,1,0,1,2,3,1,0,2,2,1,7,1,1,0,3,2,1,2,0,0,0,0,2,0,2,48,21,20,19,17,20,8,12,9,12,6,8,10,8,2,2
251120205000015,8,0,244,319,0,0,0,0,7,4,11,7,8,9,10,7,13,11,12,12,12,8,6,8,5,7,6,3,4,5,5,7,2,4,3,5,4,4,3,4,2,1,3,3,1,0,3,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,39,53,46,25,23,19,13,6,2,3,2,5,0,1,0,13,16,14,16,9,10,5,10,5,7,2,3,5,9,6,2,5,1,1,3,3,1,4,5,0,5,3,4,3,1,5,2,4,0,5,2,1,1,9,7,2,2,7,6,3,2,3,2,2,0,8,3,2,2,5,2,6,6,8,6,3,0,3,2,4,3,3,4,2,2,0,0,1,2,0,6,68,37,25,12,13,16,16,20,20,9,20,28,12,14,3,6
251120205000016,5,0,140,140,0,0,2,0,0,1,4,4,8,6,6,5,6,8,6,9,4,3,2,6,1,4,3,4,5,0,1,2,2,3,2,1,1,1,1,2,1,0,3,1,2,1,1,1,2,0,2,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,2,23,31,24,17,8,6,7,7,3,4,3,2,1,2,0,4,8,7,5,4,4,2,0,0,1,1,4,1,4,2,3,1,0,4,4,0,2,1,4,0,3,0,1,2,0,1,0,1,2,3,1,0,2,0,2,1,2,2,1,0,5,1,1,1,0,1,2,2,2,0,1,2,3,3,0,1,0,2,1,2,3,1,1,1,3,0,0,0,1,0,10,28,7,12,12,7,6,7,5,6,8,7,9,6,9,1,10
251120205000017,8,0,965,944,0,2,5,14,30,32,45,40,41,38,51,49,39,35,35,37,25,21,26,28,21,22,24,19,19,16,9,13,23,14,18,9,13,7,12,16,7,9,5,6,1,10,5,7,4,6,2,3,4,3,4,1,4,1,5,3,2,1,1,4,2,1,1,0,0,2,1,1,1,0,0,1,0,0,2,7,51,196,209,137,105,75,59,43,27,18,15,11,4,5,3,7,53,60,46,31,26,22,9,4,6,10,12,12,7,8,9,15,11,15,11,10,10,11,13,10,15,12,20,11,15,9,15,13,15,11,10,10,9,11,7,10,10,9,15,10,14,16,11,9,18,12,12,12,6,7,10,16,2,5,10,11,10,7,8,4,11,5,4,8,1,9,7,6,7,4,2,22,216,51,48,62,59,67,64,47,58,66,47,44,40,27,26,22
251120205000018,8,0,330,465,0,0,4,4,6,13,24,17,15,19,23,23,16,20,13,7,7,10,11,5,12,7,7,4,2,6,2,0,4,7,4,1,1,0,3,1,3,4,2,1,1,2,1,1,2,4,1,1,0,0,1,0,0,0,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,88,95,40,32,19,9,11,7,6,2,5,1,0,0,1,23,26,23,21,16,10,8,5,9,5,5,6,9,8,7,5,8,6,12,4,4,8,9,5,6,6,4,10,7,5,10,9,11,3,5,6,4,3,11,4,8,5,5,5,4,3,3,4,5,3,3,2,0,1,2,5,3,1,2,4,5,4,1,1,1,6,2,5,0,3,2,3,1,4,1,12,109,37,35,35,32,32,38,28,27,18,8,15,12,16,11,12
251120205000019,8,0,738,792,1,0,5,5,14,17,34,38,28,39,41,35,28,28,30,26,33,19,13,24,17,17,14,15,11,10,12,10,11,16,6,13,8,9,2,11,4,4,3,4,7,8,10,6,4,4,4,8,2,2,1,3,3,0,1,2,3,1,2,3,0,2,2,0,1,0,0,2,0,0,0,0,0,0,0,2,25,156,162,115,74,59,38,26,35,20,8,11,5,2,0,2,42,47,39,34,30,21,16,13,12,11,8,11,8,11,8,13,5,10,18,9,8,12,9,13,9,23,12,11,9,14,14,11,9,9,7,9,11,5,6,7,5,3,6,4,4,3,11,12,6,7,2,14,6,8,9,12,4,8,4,3,10,7,6,3,3,3,7,0,1,1,8,1,3,2,2,30,192,73,46,55,51,69,50,38,22,39,39,31,29,12,16,30
251120205000020,8,0,485,611,0,0,4,9,14,24,35,29,40,24,27,25,23,23,30,14,13,12,8,11,10,5,4,5,4,5,1,3,5,7,2,7,4,2,1,9,3,6,1,0,3,2,5,2,3,1,2,0,1,1,5,0,0,1,0,1,0,0,0,1,4,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,27,152,128,58,28,21,16,19,15,5,6,2,6,1,1,0,29,29,29,20,10,13,7,7,5,3,2,7,7,7,9,7,11,10,14,10,9,15,12,12,5,14,9,10,8,12,11,10,13,10,8,14,10,6,3,7,10,5,7,8,4,5,7,5,5,4,6,5,7,5,6,10,4,6,4,9,2,4,4,5,7,2,2,3,5,4,1,2,4,2,0,8,117,35,32,52,53,53,52,40,34,26,29,33,22,16,9,8
251120205000021,5,0,287,53,1,9,9,9,9,9,7,10,8,4,8,7,10,13,6,11,7,10,5,6,8,12,3,6,6,9,11,8,4,9,3,7,7,1,5,0,4,3,2,1,2,4,1,0,2,1,5,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37,38,44,39,35,41,23,10,9,8,2,0,0,1,0,0,10,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,1,0,0,2,1,3,0,2,4,2,2,2,2,0,1,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,13,1,1,1,1,0,5,4,11,7,5,0,1,3,0,0
251120205000022,8,0,75,41,0,0,3,5,2,3,4,6,4,3,4,3,4,5,2,2,4,0,0,0,3,1,2,2,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,18,6,8,1,4,1,3,3,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,2,1,1,1,1,0,2,0,1,1,1,1,2,0,0,2,1,0,0,2,0,0,2,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,4,0,1,3,2,3,5,4,5,2,4,3,2,2,1,0
251120205000023,8,0,495,394,1,4,9,12,17,14,21,26,17,20,13,16,10,18,20,10,8,15,16,12,15,11,13,6,4,14,12,13,3,10,6,7,13,4,2,6,4,4,7,8,7,3,2,1,1,3,5,1,2,0,4,1,2,1,1,1,2,1,2,2,1,2,0,4,0,0,0,1,0,0,0,0,0,0,1,3,43,98,77,61,49,52,32,29,14,11,9,8,7,1,1,3,36,25,18,19,16,15,9,7,3,10,9,3,5,10,1,7,4,12,9,6,8,1,6,3,6,4,4,10,5,8,5,6,5,3,3,5,8,4,2,6,3,2,6,3,2,6,0,2,2,4,4,3,3,5,2,3,2,1,4,2,1,0,0,0,2,0,0,1,1,0,0,0,0,1,0,3,114,44,28,38,24,31,22,25,16,14,17,12,3,2,1,3
251120205000024,8,0,361,281,0,1,2,12,9,7,11,14,18,15,9,12,13,10,13,14,8,14,7,10,7,13,8,10,9,12,8,9,5,4,4,8,3,3,3,4,3,2,2,1,1,2,3,3,1,2,2,5,2,2,2,2,0,2,2,1,0,0,1,0,0,1,0,0,0,1,0,1,2,0,0,1,1,2,0,2,24,65,57,53,47,38,21,12,10,13,8,2,1,4,4,2,17,13,14,14,8,3,9,5,2,2,4,6,4,6,1,2,6,3,5,3,2,0,3,2,3,3,1,1,2,4,5,3,1,3,3,3,2,1,3,4,1,2,2,4,2,4,1,4,5,1,7,2,2,3,4,5,1,2,7,2,0,1,3,6,2,5,4,1,2,3,1,3,3,1,3,6,66,21,21,19,10,11,15,13,11,15,18,17,12,15,11,6
251120205000025,8,0,397,330,3,4,7,6,14,8,25,17,19,18,16,17,20,15,10,17,12,9,13,8,11,7,5,8,3,7,8,4,12,5,8,7,5,4,1,4,3,2,6,3,0,6,4,1,2,1,0,1,1,2,0,1,2,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,34,87,78,59,34,36,25,18,13,5,4,2,1,1,0,0,21,14,11,8,8,6,9,3,4,1,3,9,5,2,8,5,5,3,4,4,8,5,6,9,2,4,5,5,3,4,6,1,4,4,6,7,3,3,3,1,3,3,1,4,3,4,7,2,4,6,5,6,3,2,2,7,1,4,2,1,4,3,1,3,2,1,1,0,0,2,1,1,0,0,4,15,62,23,27,21,30,21,21,17,14,23,18,15,13,4,6,15
251120205000026,8,0,166,250,0,0,1,7,4,8,7,10,8,10,7,12,8,6,6,8,7,5,5,5,3,4,3,5,0,1,2,2,2,0,1,1,1,2,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,43,39,30,15,7,6,4,3,3,1,3,0,0,0,0,18,10,12,13,8,9,4,4,1,2,3,2,1,3,8,3,5,3,1,4,5,4,4,0,5,3,5,5,3,6,1,5,4,7,3,5,2,3,1,1,2,4,3,2,1,3,2,1,0,6,0,1,2,2,2,1,4,1,4,3,2,1,2,0,2,3,0,0,2,1,1,1,1,0,0,4,61,20,17,16,18,22,20,12,12,12,7,13,7,6,3,4
251120205000027,8,0,188,161,0,1,2,6,4,11,12,11,9,6,12,4,8,7,5,3,6,5,6,8,2,5,7,7,5,4,2,2,4,2,1,1,5,0,2,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,2,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,13,49,36,28,26,14,9,2,1,3,3,1,3,0,0,0,13,10,8,8,4,2,2,0,1,2,4,0,1,2,0,5,2,2,4,2,1,4,5,2,2,1,1,3,5,2,5,3,2,2,3,3,0,2,0,0,3,1,1,4,4,0,0,1,1,0,1,2,1,2,2,0,0,2,1,2,2,0,4,0,2,2,0,1,1,1,1,0,0,0,0,1,43,7,7,15,14,12,15,5,13,2,8,5,8,5,1,1
251120205000028,5,0,264,274,0,0,0,8,9,13,10,7,10,16,14,10,12,7,8,7,9,5,6,4,12,6,4,7,7,4,3,5,2,5,5,3,2,6,1,3,4,1,1,3,3,3,1,1,3,4,0,0,2,1,2,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,56,51,31,36,19,17,12,11,7,4,1,2,0,0,0,27,13,13,9,11,8,11,8,6,1,5,5,1,3,3,3,2,5,4,3,1,3,3,1,6,6,6,7,5,3,5,5,9,3,3,3,3,3,3,4,4,2,0,2,2,8,1,1,5,1,2,5,2,1,2,1,1,0,0,0,0,1,0,3,0,1,1,0,0,1,0,0,0,0,0,4,73,34,17,17,14,27,25,16,10,16,12,2,4,3,0,4
251130105000001,1,0,781,176,6,6,16,18,13,13,12,23,17,23,16,26,21,25,26,18,20,21,18,9,14,12,17,13,12,14,15,15,14,11,19,14,12,10,7,11,9,11,7,10,11,9,9,7,9,8,8,8,3,5,5,5,8,4,5,7,7,6,2,7,2,2,3,3,3,2,3,4,5,4,1,2,7,2,0,11,59,88,114,86,68,69,62,48,45,32,27,29,13,18,12,11,11,17,3,0,0,0,0,2,0,0,1,1,1,1,0,0,1,3,3,1,0,0,0,0,2,4,1,0,0,3,2,1,2,1,2,1,1,0,0,3,3,5,2,3,1,1,1,3,5,1,2,3,3,6,2,4,5,2,3,2,2,3,2,4,2,5,4,1,2,2,2,2,0,5,1,14,31,2,4,8,2,8,8,5,14,11,16,16,13,14,10,14
251130105000002,1,0,668,254,2,2,11,8,9,10,15,13,15,20,15,21,19,30,26,17,15,25,12,20,14,16,8,6,15,13,16,11,17,14,4,6,7,6,9,14,15,7,5,6,9,7,7,8,9,13,8,8,5,5,5,3,3,5,3,6,3,2,5,10,4,4,0,3,1,1,2,2,0,2,3,3,2,0,1,2,32,73,111,89,59,71,32,47,40,39,19,26,12,7,9,2,21,16,8,3,6,4,1,2,3,1,1,1,1,1,1,1,2,2,3,4,2,0,7,2,3,3,2,3,2,2,1,5,6,3,4,6,3,0,4,1,6,1,2,1,5,1,4,3,2,2,4,3,5,2,2,4,5,1,4,4,3,2,0,3,4,4,2,2,6,3,3,0,4,2,0,14,54,11,5,12,14,12,19,14,15,12,16,18,12,17,9,14
251130105000003,1,0,836,150,6,14,13,23,19,18,26,19,24,26,21,30,28,21,19,13,23,24,14,16,13,15,12,8,11,19,15,15,18,18,17,25,15,12,9,15,11,20,11,12,14,5,12,8,8,5,8,11,9,3,6,6,3,6,4,5,1,6,2,2,1,2,2,2,1,1,3,0,3,1,1,2,0,1,0,4,75,113,119,90,59,85,78,69,47,36,25,16,8,8,4,4,15,12,3,4,1,0,0,1,1,1,2,1,0,2,0,2,1,1,1,0,1,0,2,0,2,4,4,1,0,1,1,3,3,1,2,1,1,4,3,0,3,1,3,0,4,1,3,3,1,1,5,0,3,3,0,5,2,1,1,1,1,1,1,1,1,3,0,2,0,1,3,1,0,3,2,7,35,3,5,5,5,10,10,9,11,9,11,10,5,6,9,7
251130105000004,1,0,619,356,3,12,16,9,14,15,26,15,27,27,21,29,30,28,17,21,23,19,17,11,13,13,16,12,7,5,8,11,14,7,8,9,4,7,3,5,7,1,7,5,7,4,7,3,3,9,3,6,2,0,1,0,0,4,0,2,3,1,3,1,1,0,0,3,0,1,1,0,2,3,1,1,0,1,1,3,54,110,125,91,61,45,31,25,24,20,5,10,4,7,4,3,21,9,1,8,4,4,4,1,3,1,5,3,3,2,6,3,1,7,8,5,5,4,4,3,2,4,3,4,3,3,5,3,4,4,5,6,1,13,3,7,4,6,4,9,3,6,3,7,5,2,4,6,1,11,6,7,5,6,5,6,1,2,3,6,2,5,3,2,1,2,2,4,3,5,4,20,43,13,19,24,18,17,21,30,26,23,28,29,14,13,18,20
251130105000005,1,0,383,384,1,3,7,13,12,15,16,17,17,18,23,15,13,16,14,6,12,16,6,8,13,4,5,9,3,6,4,7,1,6,5,4,6,3,5,0,2,3,2,2,3,1,1,2,2,3,1,5,3,0,3,1,3,3,0,2,2,3,1,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,36,83,81,48,34,24,23,9,9,12,10,9,2,1,1,1,15,24,8,15,7,5,3,3,7,2,4,3,4,5,6,4,11,7,11,5,8,4,7,7,2,2,8,8,5,3,6,6,9,5,4,5,7,5,2,5,5,6,4,5,5,7,6,4,5,3,8,6,6,1,4,3,2,5,2,2,3,1,2,2,1,2,4,1,0,3,2,0,0,1,1,15,69,20,22,38,28,26,30,24,25,25,25,14,9,10,4,15
251130105000006,1,0,440,473,2,0,12,15,10,9,9,13,20,13,19,17,28,18,20,16,17,17,4,11,8,6,13,6,10,8,6,9,3,9,3,4,6,3,6,4,0,2,4,1,5,3,4,2,3,2,4,3,1,1,1,2,2,1,3,0,2,1,0,0,4,3,1,1,0,2,2,0,0,1,0,0,1,1,1,2,39,64,102,65,43,35,22,11,17,11,9,3,9,5,3,2,27,15,14,18,11,9,9,6,4,5,7,3,7,6,10,4,2,6,5,9,6,10,10,2,4,8,7,6,7,8,6,9,5,5,10,4,8,10,4,7,6,4,5,1,5,8,2,5,9,6,6,2,8,2,9,12,3,2,3,1,3,4,5,4,0,2,3,2,2,4,2,3,2,0,2,23,85,33,33,26,32,36,35,33,21,30,27,21,16,13,9,23
251130105000007,1,0,724,196,13,17,13,13,16,20,23,20,22,26,15,23,19,17,19,27,20,20,9,13,14,21,15,15,12,16,7,16,15,9,6,16,14,15,4,8,9,9,5,8,10,6,4,6,4,4,3,7,4,3,3,5,3,6,8,7,1,4,1,2,3,2,2,3,0,1,2,3,1,0,3,0,1,3,2,8,72,111,93,89,77,63,55,39,30,21,25,15,10,7,9,8,3,3,1,2,0,0,1,0,1,2,0,0,1,5,1,2,1,3,3,2,1,3,1,1,4,4,1,2,2,2,1,1,4,3,4,1,1,2,5,4,3,1,2,4,4,1,7,2,5,4,1,1,1,6,1,5,2,2,2,3,4,4,3,4,5,3,3,2,0,3,4,2,4,3,3,14,9,4,7,11,10,11,13,13,14,19,10,14,20,11,16,14
251130105000008,1,0,952,232,2,8,13,14,11,22,26,26,19,25,21,27,34,28,26,27,23,25,20,29,23,25,21,13,20,28,16,17,20,14,13,10,12,14,12,13,13,10,9,12,4,14,13,13,14,14,3,12,2,10,3,12,2,7,6,13,3,5,4,3,11,3,0,3,3,2,3,2,1,2,4,2,4,1,3,10,48,118,136,124,102,95,61,57,58,41,30,28,20,10,14,10,10,15,5,2,3,2,0,0,1,0,0,1,0,0,1,1,4,0,1,3,3,3,2,2,0,2,2,1,2,2,2,1,2,2,2,5,3,6,1,4,2,5,5,3,2,6,6,4,3,4,4,2,3,3,3,6,3,2,5,7,4,3,3,4,0,5,3,6,3,3,4,0,2,2,3,13,35,3,2,9,10,9,9,19,17,23,15,23,14,20,11,13
251130105000009,1,0,525,254,2,3,10,11,8,15,19,16,15,19,20,15,16,16,25,17,13,15,16,17,12,13,9,11,14,6,6,9,11,6,5,7,9,11,3,8,8,2,8,1,2,6,5,1,4,3,7,1,4,1,1,0,2,2,3,0,2,5,2,2,4,0,0,1,0,3,3,1,0,0,0,1,0,0,0,12,34,84,92,78,59,38,35,27,18,16,8,11,5,7,1,12,16,14,9,1,7,2,2,1,1,0,5,3,1,6,2,5,3,2,2,2,3,3,5,4,4,3,2,4,2,2,2,4,3,5,1,1,1,3,1,1,5,3,3,1,3,7,2,2,3,1,2,7,4,4,5,7,3,2,5,2,1,1,4,2,4,5,0,2,1,2,5,1,2,0,2,13,47,6,17,14,19,13,15,7,15,15,22,19,12,10,10,13
251130105000010,1,0,530,250,3,5,4,12,11,15,16,9,12,18,18,18,14,18,19,12,12,12,12,15,13,11,18,13,11,9,10,9,8,8,11,5,9,5,10,4,8,7,3,3,6,3,1,8,6,5,5,4,3,1,2,2,3,3,6,2,5,1,2,3,3,0,3,3,2,5,3,1,1,3,0,1,0,1,0,3,35,70,87,63,66,44,40,25,24,18,16,13,11,13,2,3,14,7,10,4,5,3,0,0,0,2,1,3,1,1,2,1,0,1,1,1,1,0,3,0,2,0,3,0,2,1,2,3,2,1,1,2,7,2,7,3,3,2,2,5,4,7,3,5,4,3,4,5,2,2,2,9,6,3,5,6,4,3,7,5,4,4,2,0,6,2,3,2,3,1,3,20,40,5,8,4,6,6,9,21,16,22,15,29,23,14,12,20
251130105000011,8,0,412,511,1,3,2,7,5,7,14,20,14,17,18,19,19,13,17,15,16,10,11,9,11,3,9,5,4,5,4,3,5,5,6,6,8,6,2,4,3,7,4,2,4,4,5,2,4,5,4,1,4,4,7,1,1,2,3,0,2,2,4,1,0,1,1,2,1,1,1,0,2,0,1,1,1,0,0,1,18,72,86,61,32,22,28,20,19,18,14,9,5,4,3,1,29,20,19,23,16,14,11,11,12,10,5,13,7,6,6,4,8,6,13,5,6,9,9,8,7,3,7,7,12,7,11,6,7,9,7,7,6,3,4,4,8,3,4,6,4,3,8,3,4,3,6,2,6,5,5,10,1,4,3,2,2,3,2,7,2,4,0,2,2,1,0,2,0,1,2,14,107,58,37,36,39,36,40,24,25,21,24,20,16,9,5,14
